HuMAP3_ID,ComplexConfidence,Uniprot_ACCs,genenames
huMAP3_09691.1,4,Q8N357 Q92504 O14828 Q01650 P20700 Q969M3 Q9H9B4 O94822 Q9NZ01,SLC35F6 SLC39A7 SCAMP3 SLC7A5 LMNB1 YIPF5 SFXN1 LTN1 TECR
huMAP3_09692.1,4,Q9BUG6 Q96BD5 Q5VZL5 Q9P2K3 Q9UKL0 Q14687,ZSCAN5A PHF21A ZMYM4 RCOR3 RCOR1 GSE1
huMAP3_09693.1,4,O43557 Q96EY1 P45378 Q96A32,TNFSF14 DNAJA3 TNNT3 MYL11
huMAP3_09694.1,4,Q8N9Q2 O15131 O60684 O60942 P52294 Q9UKX7 O43148,SREK1IP1 KPNA5 KPNA6 RNGTT KPNA1 NUP50 RNMT
huMAP3_09695.1,4,P12268 Q96BM1 Q9Y5W8 O00748,IMPDH2 ANKRD9 SNX13 CES2
huMAP3_09696.1,4,Q6PIW4 Q86YH6 P14324,FIGNL1 PDSS2 FDPS
huMAP3_09697.1,4,P17658 P22001 P22460 Q99536 Q9UPQ8,KCNA6 KCNA3 KCNA5 VAT1 DOLK
huMAP3_09698.1,4,Q05D32 Q8N165 Q8TDR2,CTDSPL2 PDIK1L STK35
huMAP3_09699.1,4,Q13627 Q9NYF3 Q9Y463 Q711Q0,DYRK1A FAM53C DYRK1B CEFIP
huMAP3_09700.1,4,A6NFN3 P22732 Q8NEG4,RBFOX3 SLC2A5 FAM83F
huMAP3_09701.1,4,Q5JRV8 Q86YD5 Q96B67 Q9NW97 Q9H0M0,TMEM255A LDLRAD3 ARRDC3 TMEM51 WWP1
huMAP3_09702.1,4,Q9NXW9 Q9UFC0 O43913 Q13416 Q9UBD5,ALKBH4 LRWD1 ORC5 ORC2 ORC3
huMAP3_09703.1,4,O60613 Q92187 P08069 Q6NUS6 Q15165,SELENOF ST8SIA4 IGF1R TCTN3 PON2
huMAP3_09704.1,4,Q96CG8 O95156 Q08174,CTHRC1 NXPH2 PCDH1
huMAP3_09705.1,4,O60755 Q15121 Q15283,GALR3 PEA15 RASA2
huMAP3_09706.1,4,Q4VXU2 Q13064 Q9H000 Q9H074,PABPC1L MKRN3 MKRN2 PAIP1
huMAP3_09707.1,4,Q9UEU5 Q96JM2 Q9H582 P52888 Q8N344 Q8N8U2 Q8WTP9 Q96GT9 Q96KQ7 Q9H9B1 Q9H2P0 O95785,GAGE2D;GAGE8 ZNF462 ZNF644 THOP1 MIER2 CDYL2 XAGE3 XAGE2 EHMT2 EHMT1 ADNP WIZ
huMAP3_09708.1,4,O14977 P55317 Q96A70 O95190 P54368,AZIN1 FOXA1 AZIN2 OAZ2 OAZ1
huMAP3_09709.1,4,Q9BXF6 Q9P2B4 Q9NVK5 Q9Y228 P30153 P30154 Q00005 Q13362 Q14140 Q14738 Q15172 Q15173 Q16537 Q8IY42 Q8WZ74 Q9H246 Q9NUC0 Q9Y2T4 Q9Y5P8 O75145 O95819 P62714 P67775 Q13136 Q5VSL9 Q7Z7B0 Q86XL3 Q8TF05 Q96E09 Q9BUL8 Q9NVR7 Q9ULQ0 P51959 P60510 P78318 Q12948 Q13033 Q14BN4 Q16204 Q5T953 Q76NI1 Q8N4C8 Q99958 Q9BRV8 Q9BWN1 Q9BXL8 Q9NRL3 Q9P289 Q9Y570 Q9Y6E0 O43815 P22830 Q562F6 Q5FBB7 Q5VY09 Q9BTL4 Q9Y3A3,RAB11FIP5 CTTNBP2NL FGFR1OP2 TRAF3IP3 PPP2R1A PPP2R1B PPP2R2B PPP2R5C SERTAD2 PPP2R5D PPP2R5A PPP2R5B PPP2R5E C4orf19 CTTNBP2 C1orf21 SERTAD4 PPP2R2C PPP2R3B PPFIA3 MAP4K4 PPP2CB PPP2CA PPFIA1 STRIP1 FILIP1 ANKLE2 PPP4R1 PABIR1 PDCD10 TBCCD1 STRIP2 CCNG1 PPP4C IGBP1 FOXC1 STRN3 SLMAP CCDC6 IER5L KNDC1 MINK1 FOXC2 SIKE1 PRR14 CDCA4 STRN4 STK26 PPME1 STK24 STRN FECH SGO2 SGO1 IER5 IER2 MOB4
huMAP3_09710.1,4,P57740 Q12769 Q5SRE5 Q8TEM1 Q8WUM0 Q8WYP5 P52948 P55735 Q8NFH3 Q8NFH4 Q96EE3 Q9UBP0 Q9NRG9,NUP107 NUP160 NUP188 NUP210 NUP133 AHCTF1 NUP98 SEC13 NUP43 NUP37 SEH1L SPAST AAAS
huMAP3_09711.1,4,Q6ZT89 Q6Q0C0 P13639,SLC25A48 TRAF7 EEF2
huMAP3_09712.1,4,Q96EU7 Q9C0K1 Q9UL54 P43304,C1GALT1C1 SLC39A8 TAOK2 GPD2
huMAP3_09713.1,4,Q9P2W1 Q7Z6M4 Q9H2K0 Q9BWT6,PSMC3IP MTERF4 MTIF3 MND1
huMAP3_09714.1,4,Q96KN1 P29320 Q9Y572,LRATD2 EPHA3 RIPK3
huMAP3_09715.1,4,P17676 P35638 P49715 Q6ICC9,CEBPB DDIT3 CEBPA RTL6
huMAP3_09716.1,4,Q6ZRI6 Q8NFZ3 P09884 P49642 P49643 Q14181 Q9ULL5,C15orf39 NLGN4Y POLA1 PRIM1 PRIM2 POLA2 PRR12
huMAP3_09717.1,4,Q8WVS4 Q8WW35 Q2VYF4,DYNC2I1 DYNLT2B LETM2
huMAP3_09718.1,4,Q6P5X5 P13805 P19429 P48788 P63316,C22orf39 TNNT1 TNNI3 TNNI2 TNNC1
huMAP3_09719.1,4,Q5XUX0 Q8N461 Q96ME1 Q9H469 Q5XUX1 Q8NHM5 Q96CD0 Q9UK97 Q9Y2K7 P13639,FBXO31 FBXL16 FBXL18 FBXL15 FBXW9 KDM2B FBXL8 FBXO9 KDM2A EEF2
huMAP3_09720.1,4,P52815 Q9H019 Q96DP5,MRPL12 MTFR1L MTFMT
huMAP3_09721.1,4,Q13361 Q92859,MFAP5 NEO1
huMAP3_09722.1,4,Q5T200 Q69YN4 Q75N03 Q8N7E2 Q15007,ZC3H13 VIRMA CBLL1 CBLL2 WTAP
huMAP3_09723.1,4,O95990 O60663 P81877 Q9BWG4 Q9BWW4 P25800 P48742 P50458 P61371 P61968 Q86U70 Q8TAP4 Q969G2 Q96A47 Q9BXS1 Q9NQ69 Q9UBR4 Q9UPM6,FAM107A LMX1B SSBP2 SSBP4 SSBP3 LMO1 LHX1 LHX2 ISL1 LMO4 LDB1 LMO3 LHX4 ISL2 IDI2 LHX9 LHX3 LHX6
huMAP3_09724.1,4,Q9GZY0 O14641,NXF2;NXF2B DVL2
huMAP3_09725.1,4,Q53H96 Q96GD4,PYCR3 AURKB
huMAP3_09726.1,4,Q16825 Q9BUH8 Q9BYG4 Q9BYG5 Q9NPB6 P41743 Q05513 Q15334 Q6P1M3 Q8TEW0 P17036 Q9NZL6,PTPN21 BEGAIN PARD6G PARD6B PARD6A PRKCI PRKCZ LLGL1 LLGL2 PARD3 ZNF3 RGL1
huMAP3_09727.1,4,Q7Z4L5 Q14183 Q14184 Q9Y2J0,TTC21B DOC2A DOC2B RPH3A
huMAP3_09728.1,4,Q6PH81 Q14865 Q8N257 Q3T8J9 Q7Z3K6 Q8N108 Q8TBE0 P09455 Q9Y232,C16orf87 ARID5B H2BC26 GON4L MIER3 MIER1 BAHD1 RBP1 CDYL
huMAP3_09729.1,4,Q9HC44 Q01433 Q8N9U0,GPBP1L1 AMPD2 TC2N
huMAP3_09730.1,4,P51617 Q9Y5Y2 P08237 P52789,IRAK1 NUBP2 PFKM HK2
huMAP3_09731.1,4,A6NCL7 Q02779 P37235 P80192 P61601 P84074 Q16384,ANKRD33B MAP3K10 HPCAL1 MAP3K9 NCALD HPCA SSX1
huMAP3_09732.1,4,A1L157 Q9BZM6 P01189,TSPAN11 ULBP1 POMC
huMAP3_09733.1,4,Q96AG4 Q96GF1 Q71RG4,LRRC59 RNF185 TMUB2
huMAP3_09734.1,4,Q8IV77 Q8IZY2,CNGA4 ABCA7
huMAP3_09735.1,4,Q96H86 P41229 Q14847 Q70CQ2 O76041,ZNF764 KDM5C LASP1 USP34 NEBL
huMAP3_09736.1,4,P61165 P49447 Q658P3 Q8NFT2 Q96N19 P16444 Q6P4E1 Q9HCG7,TMEM258 CYB561 STEAP3 STEAP2 GPR137 DPEP1 GOLM2 GBA2
huMAP3_09737.1,4,Q5VT25 Q9Y5S2 Q8IV03,CDC42BPA CDC42BPB LURAP1L
huMAP3_09738.1,4,Q86XA9 O75688 Q96L92 Q9UHY8,HEATR5A PPM1B SNX27 FEZ2
huMAP3_09739.1,4,Q8N257 Q99880 O60299 Q9UEE9 P09455,H2BC26 H2BC13 LZTS3 CFDP1 RBP1
huMAP3_09740.1,4,Q9Y6V7 Q9ULW3,DDX49 ABT1
huMAP3_09741.1,4,Q9NYL9 P06396,TMOD3 GSN
huMAP3_09742.1,4,P33260 P33261 O96008 P11712 Q14728,CYP2C18 CYP2C19 TOMM40 CYP2C9 MFSD10
huMAP3_09743.1,4,P63151 Q66LE6 Q9UHV2 P24593 Q8N461 O43638,PPP2R2A PPP2R2D SERTAD1 IGFBP5 FBXL16 FOXS1
huMAP3_09744.1,4,Q8NG11 Q96FV3 O15554 Q9BX74,TSPAN14 TSPAN17 KCNN4 TM2D1
huMAP3_09745.1,4,Q8IXX5 Q9NRN7,TMEM183A AASDHPPT
huMAP3_09746.1,4,Q12796 Q86YV5 Q8IZD4 Q9NPI6 P11309 P26196 Q6P2E9 Q8IU60 Q96F86,PNRC1 PRAG1 DCP1B DCP1A PIM1 DDX6 EDC4 DCP2 EDC3
huMAP3_09747.1,4,P05026 P13637 Q9UGV2,ATP1B1 ATP1A3 NDRG3
huMAP3_09748.1,4,O14828 P20700 P42167,SCAMP3 LMNB1 TMPO
huMAP3_09749.1,4,Q9BSN7 Q99712 P42702 Q99650,TMEM204 KCNJ15 LIFR OSMR
huMAP3_09750.1,4,A2VDJ0 Q6UX07 O95573 Q5JVF3 P08237,TMEM131L DHRS13 ACSL3 PCID2 PFKM
huMAP3_09751.1,4,Q86WV6 O94760 Q14914 Q14651,STING1 DDAH1 PTGR1 PLS1
huMAP3_09752.1,4,Q9H425 Q9Y4D1 O00212 P01116 P08134,C1orf198 DAAM1 RHOD KRAS RHOC
huMAP3_09753.1,4,Q5JPH6 Q9HA92 O75600 Q29980,EARS2 RSAD1 GCAT MICB
huMAP3_09754.1,4,Q6ZU52 Q14444 Q96CT7 Q5VW36 Q8NHP1 P17844 Q9H089 Q9NQS1 Q9ULX3,KIAA0408 CAPRIN1 CCDC124 FOCAD AKR7L DDX5 LSG1 AVEN NOB1
huMAP3_09755.1,4,Q96KQ4 A6NKD9 O60927 Q15834 Q7Z3T8 Q02833 Q12972 Q8NI77 Q8IWU2 Q6PJW8,PPP1R13B CCDC85C PPP1R11 CCDC85B ZFYVE16 RASSF7 PPP1R8 KIF18A LMTK2 CNST
huMAP3_09756.1,4,Q5H9F3 Q06587 Q3KNV8 Q8NHM5 Q8TE76 Q9BSM1 Q9BYE7 Q9H568 Q6W2J9 Q8IY57 Q8N488 Q99496 Q9HAH7,BCORL1 RING1 PCGF3 KDM2B MORC4 PCGF1 PCGF6 ACTL8 BCOR YAF2 RYBP RNF2 FBRS
huMAP3_09757.1,4,Q6NUM6 Q8N4C8 Q9UKE5,TYW1B MINK1 TNIK
huMAP3_09758.1,4,Q86VD7 O60895 Q96DP5,SLC25A42 RAMP2 MTFMT
huMAP3_09759.1,4,Q3MII6 P17676 P18848,TBC1D25 CEBPB ATF4
huMAP3_09760.1,4,O95685 Q6ZSY5 Q86XI6 Q9UQK1 Q8WY41 O95210 O15488 P06737 P11216 P11217 P13807 P46976 P54840 Q04446 P35573,PPP1R3D PPP1R3F PPP1R3B PPP1R3C NANOS1 STBD1 GYG2 PYGL PYGB PYGM GYS1 GYG1 GYS2 GBE1 AGL
huMAP3_09761.1,4,Q9NU39 P51692 P08559 Q12950 O00330 P10515 P11177 Q15118 Q15119 Q15120,FOXD4L1 STAT5B PDHA1 FOXD4 PDHX DLAT PDHB PDK1 PDK2 PDK3
huMAP3_09762.1,4,P98160 P78333,HSPG2 GPC5
huMAP3_09763.1,4,Q96L58 O14983 Q93084 P39656 O00519 Q8IWB9 Q9NRP0,B3GALT6 ATP2A1 ATP2A3 DDOST FAAH TEX2 OSTC
huMAP3_09764.1,4,O95833 Q504Q3 Q58A45,CLIC3 PAN2 PAN3
huMAP3_09765.1,4,Q9BUA3 Q9NQW7 Q9BPZ2 Q9UFW8 Q56A73 Q5JUX0 Q9Y657 Q86U90,SPINDOC XPNPEP1 SPIN2B CGGBP1 SPIN4 SPIN3 SPIN1 YRDC
huMAP3_09766.1,4,Q9BSW2 Q9H1R2 Q8NEM0,CRACR2A DUSP15 MCPH1
huMAP3_09767.1,4,Q8NAC3 Q9H6Y7 Q96F81,IL17RC RNF167 DISP1
huMAP3_09768.1,4,Q8IWK6 Q8TD07 Q8WVN6 Q96PE1 Q08174 Q9BZM5 P34925,ADGRA3 RAET1E SECTM1 ADGRA2 PCDH1 ULBP2 RYK
huMAP3_09769.1,4,Q0P6H9 Q07444 Q15034,TMEM62 KLRC3 HERC3
huMAP3_09770.1,4,P36508 Q9Y316,ZNF76 MEMO1
huMAP3_09771.1,4,Q76KP1 Q16363 Q9UKJ1 Q14112,B4GALNT4 LAMA4 PILRA NID2
huMAP3_09772.1,4,Q30KQ9 Q7Z624 Q9BT56,DEFB110 CAMKMT SPX
huMAP3_09773.1,4,Q8N7C0 Q8TDF5 Q9HC73,LRRC52 NETO1 CRLF2
huMAP3_09774.1,4,A6NCL7 Q02779 P37235 P61601 P84074 Q16384,ANKRD33B MAP3K10 HPCAL1 NCALD HPCA SSX1
huMAP3_09775.1,4,Q9BXJ8 O60779 P00846 P03928 P05496 P06576 P30049 P36542 P56381 Q5T4F4 Q8NBI5 Q9UII2 O75947 O75964 P18859 P24539 P48047 P56385 P30989 P47900 Q6ZMG9,TMEM120A SLC19A2 MT-ATP6 MT-ATP8 ATP5MC1 ATP5F1B ATP5F1D ATP5F1C ATP5F1E ZFYVE27 SLC43A3 ATP5IF1 ATP5PD ATP5MG ATP5PF ATP5PB ATP5PO ATP5ME NTSR1 P2RY1 CERS6
huMAP3_09776.1,4,P17693 Q6P4F1 P30530,HLA-G FUT10 AXL
huMAP3_09777.1,4,Q96HA4 P43361 O60548,C1orf159 MAGEA8 FOXD2
huMAP3_09778.1,4,Q07666 P61978 Q14966 Q6MZZ7 Q6NSX1 Q8IXT5 Q8NEY8 Q96E39 P49750 Q14151 Q9HCD5 Q9Y2Y9 P78332 P98179 Q15424 Q9NWH9,KHDRBS1 HNRNPK ZNF638 CAPN13 CCDC70 RBM12B PPHLN1 RBMXL1 YLPM1 SAFB2 NCOA5 KLF13 RBM6 RBM3 SAFB SLTM
huMAP3_09779.1,4,P0C7V8 Q53RE8 O94889 Q6TFL4 Q7Z5Y7 Q8TEB1 Q92624 Q96EF6 Q9BQ90 Q9BSF8 Q9H9Q2 Q9NXF7 Q9P2K6 Q9P2N7 Q9UBW8 P61201 Q13216 Q13619 Q13620 Q15843 Q58WW2 Q6RI45 Q7L5N1 Q8WV16 Q8WXC6 Q92905 Q96JP0 Q99627 Q9BT78 Q9BX70 Q9H0C5 Q9UK73 Q9UNS2 Q9Y4B6 P62877 Q13098 Q13617 Q13618 Q16531 Q92466 Q96L50 Q96SW2 Q9BW61 Q9NZJ0,DCAF8L2 ANKRD39 KLHL18 KLHL24 KCTD20 DCAF11 APPBP2 FBXO17 KLHDC3 BTBD10 COPS7B DCAF16 KLHL42 KLHL13 COPS7A COPS2 ERCC8 CUL4A CUL4B NEDD8 DCAF6 BRWD3 COPS6 DCAF4 COPS9 COPS5 FEM1C COPS8 COPS4 BTBD2 BTBD1 FEM1B COPS3 DCAF1 RBX1 GPS1 CUL2 CUL3 DDB1 DDB2 LRR1 CRBN DDA1 DTL
huMAP3_09780.1,4,Q9BTP7 Q9H5F2 A8MT69 Q8IYD8 Q8N2Z9,FAAP24 CFAP68 CENPX FANCM CENPS
huMAP3_09781.1,4,Q9NR50 Q9UI10 Q969Z0 P06028 Q7L1Q6 Q9Y6E2,EIF2B3 EIF2B4 TBRG4 GYPB BZW1 BZW2
huMAP3_09782.1,4,Q9C0D4 Q9H5V7,ZNF518B IKZF5
huMAP3_09783.1,4,Q9NYJ7 Q9P2J9 Q8NG41,DLL3 PDP2 NPB
huMAP3_09784.1,4,A6NIL8 Q99558 Q9UQ88 O14920 Q13451 Q15831 Q16543 Q96Q40 Q9BXA6 Q9Y6K9 O15111,SPECIALin_UniProt_but_no_gene MAP3K14 CDK11A IKBKB FKBP5 STK11 CDC37 CDK15 TSSK6 IKBKG CHUK
huMAP3_09785.1,4,Q9NRG7 Q8IZT6 Q9Y6B2,SDR39U1 ASPM EID1
huMAP3_09786.1,4,P0CB38 Q12926 Q14576 Q8WVJ9 Q9ULR5 Q8IUH3,PABPC4L ELAVL2 ELAVL3 TWIST2 PAIP2B RBM45
huMAP3_09787.1,4,Q96A72 Q9ULK5 O15234 P61326 Q9Y5S9 Q9BRP8 Q9H307,MAGOHB VANGL2 CASC3 MAGOH RBM8A PYM1 PNN
huMAP3_09788.1,4,Q92485 A8MTJ3 O14924 O43566 P04899 P08754 P09471 P19087 P61952 P63096 Q5T2D3 Q9NPQ8 Q9UBI6 O60262 P16520 P50148 P50150 P62873 Q9HAV0,SMPDL3B GNAT3 RGS12 RGS14 GNAI2 GNAI3 GNAO1 GNAT2 GNG11 GNAI1 OTUD3 RIC8A GNG12 GNG7 GNB3 GNAQ GNG4 GNB1 GNB4
huMAP3_09789.1,4,P35580 P08590 P35579,MYH10 MYL3 MYH9
huMAP3_09790.1,4,P20309 Q9Y3E5,CHRM3 PTRH2
huMAP3_09791.1,4,O75783 Q5TCQ9 Q86UL8,RHBDL1 MAGI3 MAGI2
huMAP3_09792.1,4,O43808 O14683 Q5W0Z9 Q99726 P19075 Q9NYG2 O43861 Q10469 Q92543 Q96P11 O43561,SLC25A17 TP53I11 ZDHHC20 SLC30A3 TSPAN8 ZDHHC3 ATP9B MGAT2 SNX19 NSUN5 LAT
huMAP3_09793.1,4,Q8TDN4 Q15078 Q9BV87 Q00535 Q14094,CABLES1 CDK5R1 CNPPD1 CDK5 CCNI
huMAP3_09794.1,4,Q86VW0 Q96B18 Q9ULV5,SESTD1 DACT3 HSF4
huMAP3_09795.1,4,P78382 O00305 Q9H3P7,SLC35A1 CACNB4 ACBD3
huMAP3_09796.1,4,O94933 Q7Z736 P43115 Q6PJF5 P04626 Q9NQ66,SLITRK3 PLEKHH3 PTGER3 RHBDF2 ERBB2 PLCB1
huMAP3_09797.1,4,Q9NXR5 Q6V1X1 Q717R9 Q86TI2,ANKRD10 DPP8 CYS1 DPP9
huMAP3_09798.1,4,A0PK00 Q8NEW0 O43760 P30825 Q9NQZ7 Q8IZR5 Q96EC8 Q96AA3,TMEM120B SLC30A7 SYNGR2 SLC7A1 ENTPD7 CMTM4 YIPF6 RFT1
huMAP3_09799.1,4,P28845 Q9BZQ4 Q15526,HSD11B1 NMNAT2 SURF1
huMAP3_09800.1,4,P19438 Q9NY26 Q15628 P01375,TNFRSF1A SLC39A1 TRADD TNF
huMAP3_09801.1,4,Q9NYF8 Q9Y2W1 Q9H8G2,BCLAF1 THRAP3 CAAP1
huMAP3_09802.1,4,O43237 Q9Y6G9 O14576 Q13409 Q14204 Q96EX3 Q9NP97 P51808 P63167 P63172 Q8N1W2 Q96FJ2 Q9ULD9 P57723 Q14149,DYNC1LI2 DYNC1LI1 DYNC1I1 DYNC1I2 DYNC1H1 DYNC2I2 DYNLRB1 DYNLT3 DYNLL1 DYNLT1 ZNF710 DYNLL2 ZNF608 PCBP4 MORC3
huMAP3_09803.1,4,O43491 Q9H4G0 Q9Y2J2 O95865 P11171 Q6UX04 Q9HCG8 Q8IX03 Q96HR8,EPB41L2 EPB41L1 EPB41L3 DDAH2 EPB41 CWC27 CWC22 WWC1 NAF1
huMAP3_09804.1,4,Q13387 Q92565 O00295 Q12955,MAPK8IP2 RAPGEF5 TULP2 ANK3
huMAP3_09805.1,4,Q9NVC3 O75352 Q9H8M9 Q86YL7,SLC38A7 MPDU1 EVA1A PDPN
huMAP3_09806.1,4,Q96NH3 Q9Y6A4 P32314 Q8IZL9 Q92949 Q9NYA4 P22670 P48378 P48380,TBC1D32 CFAP20 FOXN2 CDK20 FOXJ1 MTMR4 RFX1 RFX2 RFX3
huMAP3_09807.1,4,Q13352 A8MT69 Q03188 Q6IPU0 Q71F23 Q7L2Z9 Q8N0S6 Q92674 Q96BT3 Q96H22 Q9BS16 Q9BU64 Q9H3R5 Q9NSP4 P17010,ITGB3BP CENPX CENPC CENPP CENPU CENPQ CENPL CENPI CENPT CENPN CENPK CENPO CENPH CENPM ZFX
huMAP3_09808.1,4,P31146 Q9BR76 Q5JTD0 Q6QEF8,CORO1A CORO1B TJAP1 CORO6
huMAP3_09809.1,4,P54284 Q02641 Q08289 Q8N7X1 Q8N350,CACNB3 CACNB1 CACNB2 RBMXL3 CBARP
huMAP3_09810.1,4,Q69YU3 Q6ICG6 A4D2P6 O94827 Q3KP44 Q6IQ23 Q7Z401 Q96N96 F8VWT9 O60825 O75044 O75122 P15822 P30305 Q08AE8 Q14153 Q5PRF9 Q7Z309 Q7Z6B7 Q86TI0 Q8TEJ3 Q8WWL2 Q9H8N7 Q9UJM3 Q9UPU9 A0A1X9RU27 O43524 O94885 P26045 P27348 P31946 P56524 P61981 P62258 P63104 P98177 Q04917 Q12778 Q13009 Q5VT97 Q6UUV9 Q7KZI7 Q86VP3 Q86X02 Q86YD1 Q8TEW0 Q9UBF8 Q9UQL6 Q9Y4H4 A1A4G5 P15056 P30291 Q08495 Q9Y4H2 P31947 Q92934,ANKRD34A KIAA0930 GRID2IP PLEKHG5 ANKRD55 PLEKHA7 DENND4A SPATA13 HECTD4 PFKFB2 SRGAP2 CLASP2 HIVEP1 CDC25B SPIRE1 FAM53B SAMD4B PABIR2 SRGAP1 TBC1D1 SH3RF3 SPIRE2 ZNF395 ERRFI1 SAMD4A FOXO6 FOXO3 SASH1 PTPN3 YWHAQ YWHAB HDAC4 YWHAG YWHAE YWHAZ FOXO4 YWHAH FOXO1 TIAM1 SYDE2 CRTC1 MARK2 PACS2 CDR2L PTOV1 PARD3 PI4KB HDAC5 GPSM3 LNP1 BRAF WEE1 DMTN IRS2 SFN BAD
huMAP3_09811.1,4,Q8IWE2 Q6NXP2 Q96JX3 P61019 Q8WUD1 Q9HAU5,FAM114A1 GARIN1A SERAC1 RAB2A RAB2B UPF2
huMAP3_09812.1,4,P27448 Q9P0L2 Q9Y5P4,MARK3 MARK1 CERT1
huMAP3_09813.1,4,Q9BSG5 P48052 Q14393,RTBDN CPA2 GAS6
huMAP3_09814.1,4,P35453 Q8N4L2 P00740,HOXD13 PIP4P2 F9
huMAP3_09815.1,4,A6NFS0 Q9BRZ2 P62633 Q9NVX2,ZNF275 TRIM56 CNBP NLE1
huMAP3_09816.1,4,Q9BTP7 A8MT69,FAAP24 CENPX
huMAP3_09817.1,4,P51812 Q15349 Q15418 P27361 P28482 Q15256 P49366,RPS6KA3 RPS6KA2 RPS6KA1 MAPK3 MAPK1 PTPRR DHPS
huMAP3_09818.1,4,Q6VN20 Q96E35 P13385 Q96G75 Q96S59 Q9GZT5 Q9H871 Q9UHQ7 O43464 P62699 Q5VVJ2 Q8IUR7 Q96HF1 Q99988 Q9H7D7 Q9HCB6 Q9UL63 Q9Y581 O60381 Q7L5Y9 Q8IVV7 Q9NWU2 Q9Y2Y8 P01275 P12755,RANBP10 ZMYND19 CRIPTO RMND5B RANBP9 WNT10A RMND5A TCEAL9 HTRA2 YPEL5 MYSM1 ARMC8 SFRP2 GDF15 WDR26 SPON1 MKLN1 INSL6 HBP1 MAEA GID4 GID8 PRG3 GCG SKI
huMAP3_09819.1,4,Q86W74 O60291 O75882 P11464,ANKRD46 MGRN1 ATRN PSG1
huMAP3_09820.1,4,Q96RD7 Q9P296 P30550,PANX1 C5AR2 GRPR
huMAP3_09821.1,4,O00273 O76075,DFFA DFFB
huMAP3_09822.1,4,Q7Z4R8 Q8TB61 Q96QD8 Q9BVC6 O00461 P98194 Q92508 Q96N66 Q9BQB6 Q9BRQ6 Q9BTV4 Q9Y3E0 P21796 P33897 P35610 P45880 P51798 Q07065 Q8NBM4 Q8NBU5 Q96QT4 Q96TC7 Q9NWS8 P27105 Q14165 Q86UP2 Q9C0E8 Q9UBH6,C6orf120 SLC35B2 SLC38A2 TMEM109 GOLIM4 ATP2C1 PIEZO1 MBOAT7 VKORC1 CHCHD6 TMEM43 GOLT1B VDAC1 ABCD1 SOAT1 VDAC2 CLCN7 CKAP4 UBAC2 ATAD1 TRPM7 RMDN3 RMND1 STOM MLEC KTN1 LNPK XPR1
huMAP3_09823.1,4,P48426 P78356 Q8TBX8 O43865 O75052 P62256 Q13428 Q5U5Q3 Q6ZN04 Q8N3E9 Q8TF01 Q96PV6 Q9Y2E4 P51826 Q14832,PIP4K2A PIP4K2B PIP4K2C AHCYL1 NOS1AP UBE2H TCOF1 MEX3C MEX3B PLCD3 PNISR LENG8 DIP2C AFF3 GRM3
huMAP3_09824.1,4,Q02978 Q53GQ0 P12235 O95433 Q86VP6 O60762 P17858 Q53H12,SLC25A11 HSD17B12 SLC25A4 AHSA1 CAND1 DPM1 PFKL AGK
huMAP3_09825.1,4,Q99666 P46060 P43487 P49792 P57740 Q12769 Q15398 Q5SRE5 Q8WUM0 Q96HA1 O00505 O00629 O14524 O14715 P52292 P55735 P63165 Q14974 Q69YH5 Q8NFH3 Q8NFH4 Q96EE3 Q9BW19 Q9BW27 Q9P0U3 Q9NRG9 P61769,RGPD5;RGPD6 RANGAP1 RANBP1 RANBP2 NUP107 NUP160 DLGAP5 NUP188 NUP133 POM121 KPNA3 KPNA4 NEMP1 RGPD8 KPNA2 SEC13 SUMO1 KPNB1 CDCA2 NUP43 NUP37 SEH1L KIFC1 NUP85 SENP1 AAAS B2M
huMAP3_09826.1,4,O00220 O14763 Q86VI4 Q6UXL0 Q8TCW9 Q13332 Q7Z4F1 Q8WWG9 Q9BT88 P23458 P46089 Q16739,TNFRSF10A TNFRSF10B LAPTM4B IL20RB PROKR1 PTPRS LRP10 KCNE4 SYT11 JAK1 GPR3 UGCG
huMAP3_09827.1,4,A0PJW6 P13224 P35670,TMEM223 GP1BB ATP7B
huMAP3_09828.1,4,Q9NZI6 Q12800 Q9NZI7,TFCP2L1 TFCP2 UBP1
huMAP3_09829.1,4,Q14694 Q96EY4,USP10 TMA16
huMAP3_09830.1,4,Q02880 Q9H4L4 Q9Y4W2 Q5SY16,TOP2B SENP3 LAS1L NOL9
huMAP3_09831.1,4,Q14973 Q8N554 Q15004,SLC10A1 ZNF276 PCLAF
huMAP3_09832.1,4,P08185 O00339 P02656 P04003 P19827 P35443 Q14624 Q5VVX9 Q8N142 P02743 P02753 P0DJI9 P35542 P00747 P00751 P02766 P00734 P01031,SERPINA6 MATN2 APOC3 C4BPA ITIH1 THBS4 ITIH4 UBE2U ADSS1 APCS RBP4 SAA2 SAA4 PLG CFB TTR F2 C5
huMAP3_09833.1,4,O75635 P36952 O00204 P29373 Q14134 P09601 P13928 P40763 P58107 Q9BQ50 Q9UN36 Q9Y6R7 O75223 P19971 Q92817 O60437,SERPINB7 SERPINB5 SULT2B1 CRABP2 TRIM29 HMOX1 ANXA8 STAT3 EPPK1 TREX2 NDRG2 FCGBP GGCT TYMP EVPL PPL
huMAP3_09834.1,4,Q8TBZ2 Q92185 P15498 P49862,MYCBPAP ST8SIA1 VAV1 KLK7
